n,k,p,soil,zone,crop
728.0,364.0,364.0,red,east coast plains and hills region,rice(k)
732.0,366.0,366.0,red,east coast plains and hills region,rice(k)
736.0,368.0,368.0,red,east coast plains and hills region,rice(k)
740.0,370.0,370.0,red,east coast plains and hills region,rice(k)
744.0,372.0,372.0,red,east coast plains and hills region,rice(k)
748.0,374.0,374.0,red,east coast plains and hills region,rice(k)
752.0,376.0,376.0,red,east coast plains and hills region,rice(k)
756.0,378.0,378.0,red,east coast plains and hills region,rice(k)
760.0,380.0,380.0,red,east coast plains and hills region,rice(k)
764.0,382.0,382.0,red,east coast plains and hills region,rice(k)
768.0,384.0,384.0,red,east coast plains and hills region,rice(k)
772.0,386.0,386.0,red,east coast plains and hills region,rice(k)
776.0,388.0,388.0,red,east coast plains and hills region,rice(k)
780.0,390.0,390.0,red,east coast plains and hills region,rice(k)
784.0,392.0,392.0,red,east coast plains and hills region,rice(k)
788.0,394.0,394.0,red,east coast plains and hills region,rice(k)
792.0,396.0,396.0,red,east coast plains and hills region,rice(k)
796.0,398.0,398.0,red,east coast plains and hills region,rice(k)
800.0,400.0,400.0,red,east coast plains and hills region,rice(k)
804.0,402.0,402.0,red,east coast plains and hills region,rice(k)
808.0,404.0,404.0,red,east coast plains and hills region,rice(k)
812.0,406.0,406.0,red,east coast plains and hills region,rice(k)
816.0,408.0,408.0,red,east coast plains and hills region,rice(k)
820.0,410.0,410.0,red,east coast plains and hills region,rice(k)
824.0,412.0,412.0,red,east coast plains and hills region,rice(k)
828.0,414.0,414.0,red,east coast plains and hills region,rice(k)
832.0,416.0,416.0,red,east coast plains and hills region,rice(k)
836.0,418.0,418.0,red,east coast plains and hills region,rice(k)
840.0,420.0,420.0,red,east coast plains and hills region,rice(k)
844.0,422.0,422.0,red,east coast plains and hills region,rice(k)
848.0,424.0,424.0,red,east coast plains and hills region,rice(k)
852.0,426.0,426.0,red,east coast plains and hills region,rice(k)
856.0,428.0,428.0,red,east coast plains and hills region,rice(k)
860.0,430.0,430.0,red,east coast plains and hills region,rice(k)
864.0,432.0,432.0,red,east coast plains and hills region,rice(k)
868.0,434.0,434.0,red,east coast plains and hills region,rice(k)
872.0,436.0,436.0,red,east coast plains and hills region,rice(k)
876.0,438.0,438.0,red,east coast plains and hills region,rice(k)
880.0,440.0,440.0,red,east coast plains and hills region,rice(k)
884.0,442.0,442.0,red,east coast plains and hills region,rice(k)
888.0,444.0,444.0,red,east coast plains and hills region,rice(k)
892.0,446.0,446.0,red,east coast plains and hills region,rice(k)
896.0,448.0,448.0,red,east coast plains and hills region,rice(k)
900.0,450.0,450.0,red,east coast plains and hills region,rice(k)
904.0,452.0,452.0,red,east coast plains and hills region,rice(k)
908.0,454.0,454.0,red,east coast plains and hills region,rice(k)
912.0,456.0,456.0,red,east coast plains and hills region,rice(k)
916.0,458.0,458.0,red,east coast plains and hills region,rice(k)
920.0,460.0,460.0,red,east coast plains and hills region,rice(k)
924.0,462.0,462.0,red,east coast plains and hills region,rice(k)
928.0,464.0,464.0,red,east coast plains and hills region,rice(k)
932.0,466.0,466.0,red,east coast plains and hills region,rice(k)
936.0,468.0,468.0,red,east coast plains and hills region,rice(k)
940.0,470.0,470.0,red,east coast plains and hills region,rice(k)
944.0,472.0,472.0,red,east coast plains and hills region,rice(k)
948.0,474.0,474.0,red,east coast plains and hills region,rice(k)
952.0,476.0,476.0,red,east coast plains and hills region,rice(k)
956.0,478.0,478.0,red,east coast plains and hills region,rice(k)
960.0,480.0,480.0,red,east coast plains and hills region,rice(k)
964.0,482.0,482.0,red,east coast plains and hills region,rice(k)
968.0,484.0,484.0,red,east coast plains and hills region,rice(k)
972.0,486.0,486.0,red,east coast plains and hills region,rice(k)
976.0,488.0,488.0,red,east coast plains and hills region,rice(k)
980.0,490.0,490.0,red,east coast plains and hills region,rice(k)
984.0,492.0,492.0,red,east coast plains and hills region,rice(k)
988.0,494.0,494.0,red,east coast plains and hills region,rice(k)
992.0,496.0,496.0,red,east coast plains and hills region,rice(k)
996.0,498.0,498.0,red,east coast plains and hills region,rice(k)
0.0,0.0,0.0,black,east coast plains and hills region,rice(k)
4.0,2.0,2.0,black,east coast plains and hills region,rice(k)
8.0,4.0,4.0,black,east coast plains and hills region,rice(k)
12.0,6.0,6.0,black,east coast plains and hills region,rice(k)
16.0,8.0,8.0,black,east coast plains and hills region,rice(k)
20.0,10.0,10.0,black,east coast plains and hills region,rice(k)
24.0,12.0,12.0,black,east coast plains and hills region,rice(k)
28.0,14.0,14.0,black,east coast plains and hills region,rice(k)
32.0,16.0,16.0,black,east coast plains and hills region,rice(k)
36.0,18.0,18.0,black,east coast plains and hills region,rice(k)
40.0,20.0,20.0,black,east coast plains and hills region,rice(k)
44.0,22.0,22.0,black,east coast plains and hills region,rice(k)
48.0,24.0,24.0,black,east coast plains and hills region,rice(k)
52.0,26.0,26.0,black,east coast plains and hills region,rice(k)
56.0,28.0,28.0,black,east coast plains and hills region,rice(k)
60.0,30.0,30.0,black,east coast plains and hills region,rice(k)
64.0,32.0,32.0,black,east coast plains and hills region,rice(k)
68.0,34.0,34.0,black,east coast plains and hills region,rice(k)
72.0,36.0,36.0,black,east coast plains and hills region,rice(k)
76.0,38.0,38.0,black,east coast plains and hills region,rice(k)
80.0,40.0,40.0,black,east coast plains and hills region,rice(k)
84.0,42.0,42.0,black,east coast plains and hills region,rice(k)
88.0,44.0,44.0,black,east coast plains and hills region,rice(k)
92.0,46.0,46.0,black,east coast plains and hills region,rice(k)
96.0,48.0,48.0,black,east coast plains and hills region,rice(k)
100.0,50.0,50.0,black,east coast plains and hills region,rice(k)
104.0,52.0,52.0,black,east coast plains and hills region,rice(k)
108.0,54.0,54.0,black,east coast plains and hills region,rice(k)
112.0,56.0,56.0,black,east coast plains and hills region,rice(k)
116.0,58.0,58.0,black,east coast plains and hills region,rice(k)
120.0,60.0,60.0,black,east coast plains and hills region,rice(k)
124.0,62.0,62.0,black,east coast plains and hills region,rice(k)
128.0,64.0,64.0,black,east coast plains and hills region,rice(k)
132.0,66.0,66.0,black,east coast plains and hills region,rice(k)
136.0,68.0,68.0,black,east coast plains and hills region,rice(k)
140.0,70.0,70.0,black,east coast plains and hills region,rice(k)
144.0,72.0,72.0,black,east coast plains and hills region,rice(k)
148.0,74.0,74.0,black,east coast plains and hills region,rice(k)
152.0,76.0,76.0,black,east coast plains and hills region,rice(k)
156.0,78.0,78.0,black,east coast plains and hills region,rice(k)
160.0,80.0,80.0,black,east coast plains and hills region,rice(k)
164.0,82.0,82.0,black,east coast plains and hills region,rice(k)
168.0,84.0,84.0,black,east coast plains and hills region,rice(k)
172.0,86.0,86.0,black,east coast plains and hills region,rice(k)
176.0,88.0,88.0,black,east coast plains and hills region,rice(k)
180.0,90.0,90.0,black,east coast plains and hills region,rice(k)
184.0,92.0,92.0,black,east coast plains and hills region,rice(k)
188.0,94.0,94.0,black,east coast plains and hills region,rice(k)
192.0,96.0,96.0,black,east coast plains and hills region,rice(k)
196.0,98.0,98.0,black,east coast plains and hills region,rice(k)
200.0,100.0,100.0,black,east coast plains and hills region,rice(k)
204.0,102.0,102.0,black,east coast plains and hills region,rice(k)
208.0,104.0,104.0,black,east coast plains and hills region,rice(k)
212.0,106.0,106.0,black,east coast plains and hills region,rice(k)
216.0,108.0,108.0,black,east coast plains and hills region,rice(k)
220.0,110.0,110.0,black,east coast plains and hills region,rice(k)
224.0,112.0,112.0,black,east coast plains and hills region,rice(k)
228.0,114.0,114.0,black,east coast plains and hills region,rice(k)
232.0,116.0,116.0,black,east coast plains and hills region,rice(k)
236.0,118.0,118.0,black,east coast plains and hills region,rice(k)
240.0,120.0,120.0,black,east coast plains and hills region,rice(k)
244.0,122.0,122.0,black,east coast plains and hills region,rice(k)
248.0,124.0,124.0,black,east coast plains and hills region,rice(k)
252.0,126.0,126.0,black,east coast plains and hills region,rice(k)
256.0,128.0,128.0,black,east coast plains and hills region,rice(k)
260.0,130.0,130.0,black,east coast plains and hills region,rice(k)
264.0,132.0,132.0,black,east coast plains and hills region,rice(k)
268.0,134.0,134.0,black,east coast plains and hills region,rice(k)
272.0,136.0,136.0,black,east coast plains and hills region,rice(k)
276.0,138.0,138.0,black,east coast plains and hills region,rice(k)
280.0,140.0,140.0,black,east coast plains and hills region,rice(k)
284.0,142.0,142.0,black,east coast plains and hills region,rice(k)
288.0,144.0,144.0,black,east coast plains and hills region,rice(k)
292.0,146.0,146.0,black,east coast plains and hills region,rice(k)
296.0,148.0,148.0,black,east coast plains and hills region,rice(k)
300.0,150.0,150.0,black,east coast plains and hills region,rice(k)
304.0,152.0,152.0,black,east coast plains and hills region,rice(k)
308.0,154.0,154.0,black,east coast plains and hills region,rice(k)
312.0,156.0,156.0,black,east coast plains and hills region,rice(k)
316.0,158.0,158.0,black,east coast plains and hills region,rice(k)
320.0,160.0,160.0,black,east coast plains and hills region,rice(k)
324.0,162.0,162.0,black,east coast plains and hills region,rice(k)
328.0,164.0,164.0,black,east coast plains and hills region,rice(k)
332.0,166.0,166.0,black,east coast plains and hills region,rice(k)
336.0,168.0,168.0,black,east coast plains and hills region,rice(k)
340.0,170.0,170.0,black,east coast plains and hills region,rice(k)
344.0,172.0,172.0,black,east coast plains and hills region,rice(k)
348.0,174.0,174.0,black,east coast plains and hills region,rice(k)
352.0,176.0,176.0,black,east coast plains and hills region,rice(k)
356.0,178.0,178.0,black,east coast plains and hills region,rice(k)
360.0,180.0,180.0,black,east coast plains and hills region,rice(k)
364.0,182.0,182.0,black,east coast plains and hills region,rice(k)
368.0,184.0,184.0,black,east coast plains and hills region,rice(k)
372.0,186.0,186.0,black,east coast plains and hills region,rice(k)
376.0,188.0,188.0,black,east coast plains and hills region,rice(k)
380.0,190.0,190.0,black,east coast plains and hills region,rice(k)
384.0,192.0,192.0,black,east coast plains and hills region,rice(k)
388.0,194.0,194.0,black,east coast plains and hills region,rice(k)
392.0,196.0,196.0,black,east coast plains and hills region,rice(k)
396.0,198.0,198.0,black,east coast plains and hills region,rice(k)
400.0,200.0,200.0,black,east coast plains and hills region,rice(k)
404.0,202.0,202.0,black,east coast plains and hills region,rice(k)
408.0,204.0,204.0,black,east coast plains and hills region,rice(k)
412.0,206.0,206.0,black,east coast plains and hills region,rice(k)
416.0,208.0,208.0,black,east coast plains and hills region,rice(k)
420.0,210.0,210.0,black,east coast plains and hills region,rice(k)
424.0,212.0,212.0,black,east coast plains and hills region,rice(k)
428.0,214.0,214.0,black,east coast plains and hills region,rice(k)
432.0,216.0,216.0,black,east coast plains and hills region,rice(k)
436.0,218.0,218.0,black,east coast plains and hills region,rice(k)
440.0,220.0,220.0,black,east coast plains and hills region,rice(k)
444.0,222.0,222.0,black,east coast plains and hills region,rice(k)
448.0,224.0,224.0,black,east coast plains and hills region,rice(k)
452.0,226.0,226.0,black,east coast plains and hills region,rice(k)
456.0,228.0,228.0,black,east coast plains and hills region,rice(k)
460.0,230.0,230.0,black,east coast plains and hills region,rice(k)
464.0,232.0,232.0,black,east coast plains and hills region,rice(k)
468.0,234.0,234.0,black,east coast plains and hills region,rice(k)
472.0,236.0,236.0,black,east coast plains and hills region,rice(k)
476.0,238.0,238.0,black,east coast plains and hills region,rice(k)
480.0,240.0,240.0,black,east coast plains and hills region,rice(k)
484.0,242.0,242.0,black,east coast plains and hills region,rice(k)
488.0,244.0,244.0,black,east coast plains and hills region,rice(k)
492.0,246.0,246.0,black,east coast plains and hills region,rice(k)
496.0,248.0,248.0,black,east coast plains and hills region,rice(k)
500.0,250.0,250.0,black,east coast plains and hills region,rice(k)
504.0,252.0,252.0,black,east coast plains and hills region,rice(k)
508.0,254.0,254.0,black,east coast plains and hills region,rice(k)
512.0,256.0,256.0,black,east coast plains and hills region,rice(k)
516.0,258.0,258.0,black,east coast plains and hills region,rice(k)
520.0,260.0,260.0,black,east coast plains and hills region,rice(k)
524.0,262.0,262.0,black,east coast plains and hills region,rice(k)
528.0,264.0,264.0,black,east coast plains and hills region,rice(k)
532.0,266.0,266.0,black,east coast plains and hills region,rice(k)
536.0,268.0,268.0,black,east coast plains and hills region,rice(k)
540.0,270.0,270.0,black,east coast plains and hills region,rice(k)
544.0,272.0,272.0,black,east coast plains and hills region,rice(k)
548.0,274.0,274.0,black,east coast plains and hills region,rice(k)
552.0,276.0,276.0,black,east coast plains and hills region,rice(k)
556.0,278.0,278.0,black,east coast plains and hills region,rice(k)
560.0,280.0,280.0,black,east coast plains and hills region,rice(k)
564.0,282.0,282.0,black,east coast plains and hills region,rice(k)
568.0,284.0,284.0,black,east coast plains and hills region,rice(k)
572.0,286.0,286.0,black,east coast plains and hills region,rice(k)
576.0,288.0,288.0,black,east coast plains and hills region,rice(k)
580.0,290.0,290.0,black,east coast plains and hills region,rice(k)
584.0,292.0,292.0,black,east coast plains and hills region,rice(k)
588.0,294.0,294.0,black,east coast plains and hills region,rice(k)
592.0,296.0,296.0,black,east coast plains and hills region,rice(k)
596.0,298.0,298.0,black,east coast plains and hills region,rice(k)
600.0,300.0,300.0,black,east coast plains and hills region,rice(k)
604.0,302.0,302.0,black,east coast plains and hills region,rice(k)
608.0,304.0,304.0,black,east coast plains and hills region,rice(k)
612.0,306.0,306.0,black,east coast plains and hills region,rice(k)
616.0,308.0,308.0,black,east coast plains and hills region,rice(k)
620.0,310.0,310.0,black,east coast plains and hills region,rice(k)
624.0,312.0,312.0,black,east coast plains and hills region,rice(k)
628.0,314.0,314.0,black,east coast plains and hills region,rice(k)
632.0,316.0,316.0,black,east coast plains and hills region,rice(k)
636.0,318.0,318.0,black,east coast plains and hills region,rice(k)
640.0,320.0,320.0,black,east coast plains and hills region,rice(k)
644.0,322.0,322.0,black,east coast plains and hills region,rice(k)
648.0,324.0,324.0,black,east coast plains and hills region,rice(k)
652.0,326.0,326.0,black,east coast plains and hills region,rice(k)
656.0,328.0,328.0,black,east coast plains and hills region,rice(k)
660.0,330.0,330.0,black,east coast plains and hills region,rice(k)
664.0,332.0,332.0,black,east coast plains and hills region,rice(k)
668.0,334.0,334.0,black,east coast plains and hills region,rice(k)
672.0,336.0,336.0,black,east coast plains and hills region,rice(k)
676.0,338.0,338.0,black,east coast plains and hills region,rice(k)
680.0,340.0,340.0,black,east coast plains and hills region,rice(k)
684.0,342.0,342.0,black,east coast plains and hills region,rice(k)
688.0,344.0,344.0,black,east coast plains and hills region,rice(k)
692.0,346.0,346.0,black,east coast plains and hills region,rice(k)
696.0,348.0,348.0,black,east coast plains and hills region,rice(k)
700.0,350.0,350.0,black,east coast plains and hills region,rice(k)
704.0,352.0,352.0,black,east coast plains and hills region,rice(k)
708.0,354.0,354.0,black,east coast plains and hills region,rice(k)
712.0,356.0,356.0,black,east coast plains and hills region,rice(k)
716.0,358.0,358.0,black,east coast plains and hills region,rice(k)
720.0,360.0,360.0,black,east coast plains and hills region,rice(k)
724.0,362.0,362.0,black,east coast plains and hills region,rice(k)
728.0,364.0,364.0,black,east coast plains and hills region,rice(k)
732.0,366.0,366.0,black,east coast plains and hills region,rice(k)
736.0,368.0,368.0,black,east coast plains and hills region,rice(k)
740.0,370.0,370.0,black,east coast plains and hills region,rice(k)
744.0,372.0,372.0,black,east coast plains and hills region,rice(k)
748.0,374.0,374.0,black,east coast plains and hills region,rice(k)
752.0,376.0,376.0,black,east coast plains and hills region,rice(k)
756.0,378.0,378.0,black,east coast plains and hills region,rice(k)
760.0,380.0,380.0,black,east coast plains and hills region,rice(k)
764.0,382.0,382.0,black,east coast plains and hills region,rice(k)
768.0,384.0,384.0,black,east coast plains and hills region,rice(k)
772.0,386.0,386.0,black,east coast plains and hills region,rice(k)
776.0,388.0,388.0,black,east coast plains and hills region,rice(k)
780.0,390.0,390.0,black,east coast plains and hills region,rice(k)
784.0,392.0,392.0,black,east coast plains and hills region,rice(k)
788.0,394.0,394.0,black,east coast plains and hills region,rice(k)
792.0,396.0,396.0,black,east coast plains and hills region,rice(k)
796.0,398.0,398.0,black,east coast plains and hills region,rice(k)
800.0,400.0,400.0,black,east coast plains and hills region,rice(k)
804.0,402.0,402.0,black,east coast plains and hills region,rice(k)
808.0,404.0,404.0,black,east coast plains and hills region,rice(k)
812.0,406.0,406.0,black,east coast plains and hills region,rice(k)
816.0,408.0,408.0,black,east coast plains and hills region,rice(k)
820.0,410.0,410.0,black,east coast plains and hills region,rice(k)
824.0,412.0,412.0,black,east coast plains and hills region,rice(k)
828.0,414.0,414.0,black,east coast plains and hills region,rice(k)
832.0,416.0,416.0,black,east coast plains and hills region,rice(k)
836.0,418.0,418.0,black,east coast plains and hills region,rice(k)
840.0,420.0,420.0,black,east coast plains and hills region,rice(k)
844.0,422.0,422.0,black,east coast plains and hills region,rice(k)
848.0,424.0,424.0,black,east coast plains and hills region,rice(k)
852.0,426.0,426.0,black,east coast plains and hills region,rice(k)
856.0,428.0,428.0,black,east coast plains and hills region,rice(k)
860.0,430.0,430.0,black,east coast plains and hills region,rice(k)
864.0,432.0,432.0,black,east coast plains and hills region,rice(k)
868.0,434.0,434.0,black,east coast plains and hills region,rice(k)
872.0,436.0,436.0,black,east coast plains and hills region,rice(k)
876.0,438.0,438.0,black,east coast plains and hills region,rice(k)
880.0,440.0,440.0,black,east coast plains and hills region,rice(k)
884.0,442.0,442.0,black,east coast plains and hills region,rice(k)
888.0,444.0,444.0,black,east coast plains and hills region,rice(k)
892.0,446.0,446.0,black,east coast plains and hills region,rice(k)
896.0,448.0,448.0,black,east coast plains and hills region,rice(k)
900.0,450.0,450.0,black,east coast plains and hills region,rice(k)
904.0,452.0,452.0,black,east coast plains and hills region,rice(k)
908.0,454.0,454.0,black,east coast plains and hills region,rice(k)
912.0,456.0,456.0,black,east coast plains and hills region,rice(k)
916.0,458.0,458.0,black,east coast plains and hills region,rice(k)
920.0,460.0,460.0,black,east coast plains and hills region,rice(k)
924.0,462.0,462.0,black,east coast plains and hills region,rice(k)
928.0,464.0,464.0,black,east coast plains and hills region,rice(k)
932.0,466.0,466.0,black,east coast plains and hills region,rice(k)
936.0,468.0,468.0,black,east coast plains and hills region,rice(k)
940.0,470.0,470.0,black,east coast plains and hills region,rice(k)
944.0,472.0,472.0,black,east coast plains and hills region,rice(k)
948.0,474.0,474.0,black,east coast plains and hills region,rice(k)
952.0,476.0,476.0,black,east coast plains and hills region,rice(k)
956.0,478.0,478.0,black,east coast plains and hills region,rice(k)
960.0,480.0,480.0,black,east coast plains and hills region,rice(k)
964.0,482.0,482.0,black,east coast plains and hills region,rice(k)
968.0,484.0,484.0,black,east coast plains and hills region,rice(k)
972.0,486.0,486.0,black,east coast plains and hills region,rice(k)
976.0,488.0,488.0,black,east coast plains and hills region,rice(k)
980.0,490.0,490.0,black,east coast plains and hills region,rice(k)
984.0,492.0,492.0,black,east coast plains and hills region,rice(k)
988.0,494.0,494.0,black,east coast plains and hills region,rice(k)
992.0,496.0,496.0,black,east coast plains and hills region,rice(k)
996.0,498.0,498.0,black,east coast plains and hills region,rice(k)
0.0,0.0,0.0,coastal,east coast plains and hills region,rice(k)
4.0,2.0,2.0,coastal,east coast plains and hills region,rice(k)
8.0,4.0,4.0,coastal,east coast plains and hills region,rice(k)
12.0,6.0,6.0,coastal,east coast plains and hills region,rice(k)
16.0,8.0,8.0,coastal,east coast plains and hills region,rice(k)
20.0,10.0,10.0,coastal,east coast plains and hills region,rice(k)
24.0,12.0,12.0,coastal,east coast plains and hills region,rice(k)
28.0,14.0,14.0,coastal,east coast plains and hills region,rice(k)
32.0,16.0,16.0,coastal,east coast plains and hills region,rice(k)
36.0,18.0,18.0,coastal,east coast plains and hills region,rice(k)
40.0,20.0,20.0,coastal,east coast plains and hills region,rice(k)
44.0,22.0,22.0,coastal,east coast plains and hills region,rice(k)
48.0,24.0,24.0,coastal,east coast plains and hills region,rice(k)
52.0,26.0,26.0,coastal,east coast plains and hills region,rice(k)
56.0,28.0,28.0,coastal,east coast plains and hills region,rice(k)
60.0,30.0,30.0,coastal,east coast plains and hills region,rice(k)
64.0,32.0,32.0,coastal,east coast plains and hills region,rice(k)
68.0,34.0,34.0,coastal,east coast plains and hills region,rice(k)
72.0,36.0,36.0,coastal,east coast plains and hills region,rice(k)
76.0,38.0,38.0,coastal,east coast plains and hills region,rice(k)
80.0,40.0,40.0,coastal,east coast plains and hills region,rice(k)
84.0,42.0,42.0,coastal,east coast plains and hills region,rice(k)
88.0,44.0,44.0,coastal,east coast plains and hills region,rice(k)
92.0,46.0,46.0,coastal,east coast plains and hills region,rice(k)
96.0,48.0,48.0,coastal,east coast plains and hills region,rice(k)
100.0,50.0,50.0,coastal,east coast plains and hills region,rice(k)
104.0,52.0,52.0,coastal,east coast plains and hills region,rice(k)
108.0,54.0,54.0,coastal,east coast plains and hills region,rice(k)
112.0,56.0,56.0,coastal,east coast plains and hills region,rice(k)
116.0,58.0,58.0,coastal,east coast plains and hills region,rice(k)
120.0,60.0,60.0,coastal,east coast plains and hills region,rice(k)
124.0,62.0,62.0,coastal,east coast plains and hills region,rice(k)
128.0,64.0,64.0,coastal,east coast plains and hills region,rice(k)
132.0,66.0,66.0,coastal,east coast plains and hills region,rice(k)
136.0,68.0,68.0,coastal,east coast plains and hills region,rice(k)
140.0,70.0,70.0,coastal,east coast plains and hills region,rice(k)
144.0,72.0,72.0,coastal,east coast plains and hills region,rice(k)
148.0,74.0,74.0,coastal,east coast plains and hills region,rice(k)
152.0,76.0,76.0,coastal,east coast plains and hills region,rice(k)
156.0,78.0,78.0,coastal,east coast plains and hills region,rice(k)
160.0,80.0,80.0,coastal,east coast plains and hills region,rice(k)
164.0,82.0,82.0,coastal,east coast plains and hills region,rice(k)
168.0,84.0,84.0,coastal,east coast plains and hills region,rice(k)
172.0,86.0,86.0,coastal,east coast plains and hills region,rice(k)
176.0,88.0,88.0,coastal,east coast plains and hills region,rice(k)
180.0,90.0,90.0,coastal,east coast plains and hills region,rice(k)
184.0,92.0,92.0,coastal,east coast plains and hills region,rice(k)
188.0,94.0,94.0,coastal,east coast plains and hills region,rice(k)
192.0,96.0,96.0,coastal,east coast plains and hills region,rice(k)
196.0,98.0,98.0,coastal,east coast plains and hills region,rice(k)
200.0,100.0,100.0,coastal,east coast plains and hills region,rice(k)
204.0,102.0,102.0,coastal,east coast plains and hills region,rice(k)
208.0,104.0,104.0,coastal,east coast plains and hills region,rice(k)
212.0,106.0,106.0,coastal,east coast plains and hills region,rice(k)
216.0,108.0,108.0,coastal,east coast plains and hills region,rice(k)
220.0,110.0,110.0,coastal,east coast plains and hills region,rice(k)
224.0,112.0,112.0,coastal,east coast plains and hills region,rice(k)
228.0,114.0,114.0,coastal,east coast plains and hills region,rice(k)
232.0,116.0,116.0,coastal,east coast plains and hills region,rice(k)
236.0,118.0,118.0,coastal,east coast plains and hills region,rice(k)
240.0,120.0,120.0,coastal,east coast plains and hills region,rice(k)
244.0,122.0,122.0,coastal,east coast plains and hills region,rice(k)
248.0,124.0,124.0,coastal,east coast plains and hills region,rice(k)
252.0,126.0,126.0,coastal,east coast plains and hills region,rice(k)
256.0,128.0,128.0,coastal,east coast plains and hills region,rice(k)
260.0,130.0,130.0,coastal,east coast plains and hills region,rice(k)
264.0,132.0,132.0,coastal,east coast plains and hills region,rice(k)
268.0,134.0,134.0,coastal,east coast plains and hills region,rice(k)
272.0,136.0,136.0,coastal,east coast plains and hills region,rice(k)
276.0,138.0,138.0,coastal,east coast plains and hills region,rice(k)
280.0,140.0,140.0,coastal,east coast plains and hills region,rice(k)
284.0,142.0,142.0,coastal,east coast plains and hills region,rice(k)
288.0,144.0,144.0,coastal,east coast plains and hills region,rice(k)
292.0,146.0,146.0,coastal,east coast plains and hills region,rice(k)
296.0,148.0,148.0,coastal,east coast plains and hills region,rice(k)
300.0,150.0,150.0,coastal,east coast plains and hills region,rice(k)
304.0,152.0,152.0,coastal,east coast plains and hills region,rice(k)
308.0,154.0,154.0,coastal,east coast plains and hills region,rice(k)
312.0,156.0,156.0,coastal,east coast plains and hills region,rice(k)
316.0,158.0,158.0,coastal,east coast plains and hills region,rice(k)
320.0,160.0,160.0,coastal,east coast plains and hills region,rice(k)
324.0,162.0,162.0,coastal,east coast plains and hills region,rice(k)
328.0,164.0,164.0,coastal,east coast plains and hills region,rice(k)
332.0,166.0,166.0,coastal,east coast plains and hills region,rice(k)
336.0,168.0,168.0,coastal,east coast plains and hills region,rice(k)
340.0,170.0,170.0,coastal,east coast plains and hills region,rice(k)
344.0,172.0,172.0,coastal,east coast plains and hills region,rice(k)
348.0,174.0,174.0,coastal,east coast plains and hills region,rice(k)
352.0,176.0,176.0,coastal,east coast plains and hills region,rice(k)
356.0,178.0,178.0,coastal,east coast plains and hills region,rice(k)
360.0,180.0,180.0,coastal,east coast plains and hills region,rice(k)
364.0,182.0,182.0,coastal,east coast plains and hills region,rice(k)
368.0,184.0,184.0,coastal,east coast plains and hills region,rice(k)
372.0,186.0,186.0,coastal,east coast plains and hills region,rice(k)
376.0,188.0,188.0,coastal,east coast plains and hills region,rice(k)
380.0,190.0,190.0,coastal,east coast plains and hills region,rice(k)
384.0,192.0,192.0,coastal,east coast plains and hills region,rice(k)
388.0,194.0,194.0,coastal,east coast plains and hills region,rice(k)
392.0,196.0,196.0,coastal,east coast plains and hills region,rice(k)
396.0,198.0,198.0,coastal,east coast plains and hills region,rice(k)
400.0,200.0,200.0,coastal,east coast plains and hills region,rice(k)
404.0,202.0,202.0,coastal,east coast plains and hills region,rice(k)
408.0,204.0,204.0,coastal,east coast plains and hills region,rice(k)
412.0,206.0,206.0,coastal,east coast plains and hills region,rice(k)
416.0,208.0,208.0,coastal,east coast plains and hills region,rice(k)
420.0,210.0,210.0,coastal,east coast plains and hills region,rice(k)
424.0,212.0,212.0,coastal,east coast plains and hills region,rice(k)
428.0,214.0,214.0,coastal,east coast plains and hills region,rice(k)
432.0,216.0,216.0,coastal,east coast plains and hills region,rice(k)
436.0,218.0,218.0,coastal,east coast plains and hills region,rice(k)
440.0,220.0,220.0,coastal,east coast plains and hills region,rice(k)
444.0,222.0,222.0,coastal,east coast plains and hills region,rice(k)
448.0,224.0,224.0,coastal,east coast plains and hills region,rice(k)
452.0,226.0,226.0,coastal,east coast plains and hills region,rice(k)
456.0,228.0,228.0,coastal,east coast plains and hills region,rice(k)
460.0,230.0,230.0,coastal,east coast plains and hills region,rice(k)
464.0,232.0,232.0,coastal,east coast plains and hills region,rice(k)
468.0,234.0,234.0,coastal,east coast plains and hills region,rice(k)
472.0,236.0,236.0,coastal,east coast plains and hills region,rice(k)
476.0,238.0,238.0,coastal,east coast plains and hills region,rice(k)
480.0,240.0,240.0,coastal,east coast plains and hills region,rice(k)
484.0,242.0,242.0,coastal,east coast plains and hills region,rice(k)
488.0,244.0,244.0,coastal,east coast plains and hills region,rice(k)
492.0,246.0,246.0,coastal,east coast plains and hills region,rice(k)
496.0,248.0,248.0,coastal,east coast plains and hills region,rice(k)
500.0,250.0,250.0,coastal,east coast plains and hills region,rice(k)
504.0,252.0,252.0,coastal,east coast plains and hills region,rice(k)
508.0,254.0,254.0,coastal,east coast plains and hills region,rice(k)
512.0,256.0,256.0,coastal,east coast plains and hills region,rice(k)
516.0,258.0,258.0,coastal,east coast plains and hills region,rice(k)
520.0,260.0,260.0,coastal,east coast plains and hills region,rice(k)
524.0,262.0,262.0,coastal,east coast plains and hills region,rice(k)
528.0,264.0,264.0,coastal,east coast plains and hills region,rice(k)
532.0,266.0,266.0,coastal,east coast plains and hills region,rice(k)
536.0,268.0,268.0,coastal,east coast plains and hills region,rice(k)
540.0,270.0,270.0,coastal,east coast plains and hills region,rice(k)
544.0,272.0,272.0,coastal,east coast plains and hills region,rice(k)
548.0,274.0,274.0,coastal,east coast plains and hills region,rice(k)
